"id","state_code","total_2011","total_2012","total_2013","population_2011","population_2012","population_2013","rate_2011","rate_2012","rate_2013","h2011","h2012","h2013","rh2011","rh2012","rh2013"
18008,18,95,49,45,51816,52902,54000,1.8,0.93,0.83,30,5,10,0.58,0.095,0.19
18009,18,34,21,19,35576,35983,36000,0.96,0.58,0.52,29,19,16,0.82,0.53,0.44
18010,18,30,35,30,35564,35929,36000,0.84,0.97,0.83,15,8,15,0.42,0.22,0.41
18011,18,58,47,27,24525,24900,25000,2.4,1.9,1.1,27,18,16,1.1,0.72,0.63
18012,18,38,33,17,45386,46226,47000,0.84,0.71,0.36,13,8,5,0.29,0.17,0.11
18013,18,11,6,18,7724,7770,7800,1.4,0.77,2.3,0,1,1,0,0.13,0.13
18014,18,25,16,8,23109,23296,24000,1.1,0.69,0.34,10,6,0,0.43,0.26,0
18015,18,89,80,31,97060,98452,1e+05,0.92,0.81,0.31,20,17,4,0.21,0.17,0.04
18016,18,50,52,21,41108,41492,42000,1.2,1.3,0.5,16,11,6,0.39,0.27,0.14
18017,18,1008,691,510,400847,408984,420000,2.5,1.7,1.2,208,69,25,0.52,0.17,0.06
18018,18,25,29,18,31025,31344,32000,0.81,0.93,0.57,13,3,3,0.42,0.096,0.095
18019,18,4,4,3,14167,14400,15000,0.28,0.28,0.2,3,4,3,0.21,0.28,0.2
18020,18,205,150,82,138396,144920,150000,1.5,1,0.55,10,26,9,0.072,0.18,0.06
19001,19,0,0,0,2840,0,0,0,0,0,0,0,0,0,0,0
19002,19,0,0,0,3468,0,0,0,0,0,0,0,0,0,0,0
19003,19,0,0,0,1342,0,0,0,0,0,0,0,0,0,0,0
19004,19,0,0,0,33738,0,0,0,0,0,0,0,0,0,0,0
19005,19,0,0,0,18818,0,0,0,0,0,0,0,0,0,0,0
19006,19,2169,1702,668,555570,569896,580000,3.9,3,1.1,127,136,70,0.23,0.24,0.12
19007,19,0,0,0,15767,0,0,0,0,0,0,0,0,0,0,0
19008,19,0,0,0,3914,0,0,0,0,0,0,0,0,0,0,0
19009,19,365,403,0,90712,91899,0,4,4.4,0,119,143,0,1.3,1.6,0
19010,19,0,0,0,18220,0,0,0,0,0,0,0,0,0,0,0
19011,19,0,0,0,7926,0,0,0,0,0,0,0,0,0,0,0
19012,19,0,0,0,27651,0,0,0,0,0,0,0,0,0,0,0
19013,19,0,0,0,11076,0,0,0,0,0,0,0,0,0,0,0
19014,19,0,0,0,36204,0,0,0,0,0,0,0,0,0,0,0
19015,19,0,0,0,1758,0,0,0,0,0,0,0,0,0,0,0
19016,19,0,0,0,3435,0,0,0,0,0,0,0,0,0,0,0
19017,19,29,24,0,40680,40756,0,0.71,0.59,0,4,4,0,0.098,0.098,0
19018,19,243,158,0,161703,167845,0,1.5,0.94,0,20,19,0,0.12,0.11,0
19019,19,371,214,176,126092,127310,130000,2.9,1.7,1.4,19,10,2,0.15,0.079,0.016
19020,19,0,0,0,5616,0,0,0,0,0,0,0,0,0,0,0
19021,19,1136,636,334,376865,385024,390000,3,1.7,0.85,73,65,31,0.19,0.17,0.079
19022,19,0,0,0,14689,0,0,0,0,0,0,0,0,0,0,0
19023,19,0,0,0,1263,0,0,0,0,0,0,0,0,0,0,0
19024,19,0,0,0,6050,0,0,0,0,0,0,0,0,0,0,0
19025,19,42,44,0,63174,66005,0,0.66,0.67,0,6,0,0,0.095,0,0
19026,19,6043,3028,2250,687780,689726,690000,8.8,4.4,3.2,254,92,60,0.37,0.13,0.087
19027,19,0,0,0,2085,0,0,0,0,0,0,0,0,0,0,0
19028,19,0,0,0,1653,0,0,0,0,0,0,0,0,0,0,0
19029,19,0,0,0,7075,0,0,0,0,0,0,0,0,0,0,0
19030,19,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0
19031,19,613,770,0,288722,299521,0,2.1,2.6,0,76,70,0,0.26,0.23,0
19032,19,0,0,0,5650,0,0,0,0,0,0,0,0,0,0,0
19033,19,170,89,0,81563,82272,0,2.1,1.1,0,24,8,0,0.29,0.097,0
19034,19,0,0,0,5578,0,0,0,0,0,0,0,0,0,0,0
19035,19,0,0,0,846,0,0,0,0,0,0,0,0,0,0,0
19036,19,0,0,0,7170,0,0,0,0,0,0,0,0,0,0,0
19037,19,0,0,0,5536,0,0,0,0,0,0,0,0,0,0,0
19038,19,229,115,0,61224,61739,0,3.7,1.9,0,57,17,0,0.93,0.28,0
19039,19,14342,6826,3828,1156558,1161984,1200000,12,5.9,3.3,700,551,266,0.61,0.47,0.23
19040,19,0,0,0,1074,0,0,0,0,0,0,0,0,0,0,0
19041,19,0,0,0,23598,0,0,0,0,0,0,0,0,0,0,0
19042,19,0,0,0,5286,0,0,0,0,0,0,0,0,0,0,0
19043,19,0,0,0,2679,0,0,0,0,0,0,0,0,0,0,0
19044,19,0,0,0,35784,0,0,0,0,0,0,0,0,0,0,0
19045,19,0,0,0,34179,0,0,0,0,0,0,0,0,0,0,0
19046,19,3691,1770,1103,448141,446079,450000,8.2,4,2.5,122,83,38,0.27,0.19,0.085
19047,19,0,0,0,17110,0,0,0,0,0,0,0,0,0,0,0
19048,19,1021,879,433,275723,278016,280000,3.7,3.2,1.5,49,50,34,0.18,0.18,0.12
19049,19,208,99,0,41682,41949,0,5,2.4,0,76,12,0,1.8,0.29,0
19050,19,0,0,0,2025,0,0,0,0,0,0,0,0,0,0,0
19051,19,0,0,0,4168,0,0,0,0,0,0,0,0,0,0,0
20067,20,3961,3231,3002,267883,268051,270000,15,12,11,116,66,115,0.43,0.25,0.43
20079,20,312,291,246,84979,85687,86000,3.7,3.4,2.8,8,16,13,0.094,0.19,0.15
20184,20,221,546,468,160548,161878,160000,1.4,3.4,2.9,16,59,39,0.1,0.36,0.24
20318,20,0,0,288,0,0,48000,0,0,6,0,0,20,0,0,0.42
20324,20,0,25,0,0,46178,0,0,0.54,0,0,7,0,0,0.15,0
20338,20,0,67,0,0,10014,0,0,6.7,0,0,26,0,0,2.6,0
20385,20,0,125,64,0,83428,85000,0,1.5,0.76,0,10,4,0,0.12,0.047
20390,20,0,102,0,0,48926,0,0,2.1,0,0,3,0,0,0.062,0
20551,20,0,56,15,0,21036,21000,0,2.7,0.71,0,7,2,0,0.33,0.095
21001,21,27,24,25,62760,63646,64000,0.43,0.38,0.39,1,2,3,0.016,0.031,0.047
21002,21,0,3,3,9143,9208,9300,0,0.33,0.32,0,0,1,0,0,0.11
21003,21,13,36,48,34727,34982,35000,0.37,1,1.4,1,11,6,0.029,0.31,0.17
21004,21,53,56,56,54126,54890,56000,0.98,1,1,7,3,2,0.13,0.055,0.036
21005,21,0,0,0,2948,2968,3000,0,0,0,0,0,0,0,0,0
21006,21,0,2,7,15159,15300,15000,0,0.13,0.45,0,2,2,0,0.13,0.13
21007,21,0,1,1,3454,3454,3500,0,0.29,0.29,0,0,0,0,0,0
21008,21,3,14,19,10804,10920,11000,0.28,1.3,1.7,0,1,4,0,0.092,0.36
21009,21,0,2,1,2046,2052,2100,0,0.97,0.49,0,0,0,0,0,0
21010,21,15,12,14,62741,63495,64000,0.24,0.19,0.22,5,2,4,0.08,0.031,0.062
21011,21,0,0,1,1804,1808,1800,0,0,0.55,0,0,0,0,0,0
21012,21,0,7,11,6452,6499,6500,0,1.1,1.7,0,1,0,0,0.15,0
21013,21,2,3,6,19674,19946,20000,0.1,0.15,0.3,0,0,0,0,0,0
21014,21,0,0,0,5060,5068,5100,0,0,0,0,0,0,0,0,0
21015,21,22,74,120,108010,111120,110000,0.2,0.67,1.1,3,9,6,0.028,0.081,0.053
21016,21,0,0,1,8054,8116,8200,0,0,0.12,0,0,1,0,0,0.12
21017,21,1,10,10,26419,26815,27000,0.038,0.37,0.37,0,0,2,0,0,0.074
21018,21,0,1,0,3793,3798,3800,0,0.26,0,0,1,0,0,0.26,0
21019,21,225,162,246,130440,131532,130000,1.7,1.2,1.9,18,19,14,0.14,0.14,0.11
21020,21,0,0,0,6570,6610,6700,0,0,0,0,0,0,0,0,0
21021,21,0,0,3,1247,1250,1300,0,0,2.4,0,0,1,0,0,0.8
21022,21,0,5,11,12018,12129,12000,0,0.41,0.9,0,2,4,0,0.16,0.33
21023,21,0,3,5,8615,8666,8700,0,0.35,0.57,0,0,0,0,0,0
21024,21,0,0,0,961,964,960,0,0,0,0,0,0,0,0,0
21025,21,2,1,6,8355,8410,8500,0.24,0.12,0.71,0,1,2,0,0.12,0.24
21026,21,2,6,9,14004,14074,14000,0.14,0.43,0.64,0,2,1,0,0.14,0.071
21027,21,0,2,1,4157,4144,4100,0,0.48,0.24,0,0,0,0,0,0
21028,21,0,0,1,2550,2582,2600,0,0,0.38,0,0,0,0,0,0
21029,21,1,0,0,3854,3868,3900,0.26,0,0,1,0,0,0.26,0,0
21030,21,0,0,0,779,784,790,0,0,0,0,0,0,0,0,0
21031,21,0,0,0,2978,2972,3000,0,0,0,0,0,0,0,0,0
21032,21,0,1,0,1291,1288,1300,0,0.78,0,0,1,0,0,0.78,0
21033,21,1,1,1,4939,4998,5000,0.2,0.2,0.2,0,0,0,0,0,0
21034,21,3,16,40,36252,36910,38000,0.083,0.43,1.1,0,3,3,0,0.081,0.08
21035,21,2,3,8,19920,19961,20000,0.1,0.15,0.4,0,1,1,0,0.05,0.05
21036,21,0,0,1,14618,14764,15000,0,0,0.067,0,0,1,0,0,0.067
21037,21,0,0,2,2375,2378,2400,0,0,0.84,0,0,0,0,0,0
21038,21,4,9,9,9210,9409,9600,0.43,0.96,0.94,0,0,2,0,0,0.21
21039,21,1,0,0,9502,9606,9700,0.11,0,0,0,0,0,0,0,0
21040,21,0,2,3,10094,10344,11000,0,0.19,0.28,0,1,0,0,0.097,0
21041,21,16,97,248,86717,90188,93000,0.18,1.1,2.7,4,6,5,0.046,0.067,0.054
21042,21,0,1,0,3062,3056,3000,0,0.33,0,0,1,0,0,0.33,0
21043,21,3,23,22,48416,48668,49000,0.062,0.47,0.45,0,3,8,0,0.062,0.16
21044,21,1,6,6,15807,15946,16000,0.063,0.38,0.37,0,2,0,0,0.13,0
21045,21,102,101,66,45285,45777,46000,2.3,2.2,1.4,5,4,1,0.11,0.087,0.022
21046,21,1,3,9,7266,7364,7500,0.14,0.41,1.2,0,0,2,0,0,0.27
21047,21,0,6,12,19440,19534,20000,0,0.31,0.61,0,1,1,0,0.051,0.051
21048,21,0,3,8,19446,19694,20000,0,0.15,0.4,0,1,1,0,0.051,0.05
21049,21,1,1,4,16354,16562,17000,0.061,0.06,0.24,1,1,2,0.061,0.06,0.12
21050,21,0,1,1,24508,24592,25000,0,0.041,0.04,0,1,0,0,0.041,0
21051,21,5,17,22,34712,34902,35000,0.14,0.49,0.63,0,5,7,0,0.14,0.2
21052,21,0,0,0,1254,1261,1300,0,0,0,0,0,0,0,0,0
21053,21,49,69,34,60285,61167,62000,0.81,1.1,0.55,4,13,5,0.066,0.21,0.081
21054,21,3,10,11,31580,32113,33000,0.095,0.31,0.34,2,1,2,0.063,0.031,0.061
21055,21,1,4,3,4796,4813,4800,0.21,0.83,0.62,1,0,2,0.21,0,0.41
21056,21,0,0,1,1257,1259,1300,0,0,0.79,0,0,1,0,0,0.79
21057,21,3,3,6,7736,7828,7900,0.39,0.38,0.76,0,1,0,0,0.13,0
21058,21,0,0,8,19638,19713,20000,0,0,0.4,0,0,0,0,0,0
21059,21,2,1,4,2545,2568,2600,0.79,0.39,1.5,0,1,2,0,0.39,0.77
21060,21,3,4,12,7364,7543,7700,0.41,0.53,1.6,0,0,1,0,0,0.13
21061,21,0,2,5,12927,13049,13000,0,0.15,0.38,0,1,2,0,0.077,0.15
21062,21,1,2,2,4744,4790,4800,0.21,0.42,0.41,1,0,2,0.21,0,0.41
21063,21,20,38,21,14080,14160,14000,1.4,2.7,1.5,2,5,4,0.14,0.35,0.28
21064,21,3,5,11,16592,16661,17000,0.18,0.3,0.66,2,2,3,0.12,0.12,0.18
21065,21,2,5,5,19636,19832,20000,0.1,0.25,0.25,0,1,0,0,0.05,0
21066,21,1,3,1,6368,6373,6400,0.16,0.47,0.16,0,3,0,0,0.47,0
21067,21,0,11,6,17090,17280,17000,0,0.64,0.34,0,3,1,0,0.17,0.057
21068,21,0,0,1,7842,7870,7900,0,0,0.13,0,0,0,0,0,0
21069,21,1,12,14,25794,25863,26000,0.039,0.46,0.54,0,5,4,0,0.19,0.15
21070,21,0,1,1,6776,6804,6800,0,0.15,0.15,0,0,0,0,0,0
21071,21,260,171,156,100910,102016,1e+05,2.6,1.7,1.5,10,17,9,0.099,0.17,0.087
21072,21,1,3,2,15873,15876,16000,0.063,0.19,0.13,0,1,0,0,0.063,0
21073,21,1,2,2,8898,8960,9000,0.11,0.22,0.22,1,1,1,0.11,0.11,0.11
21074,21,131,133,140,65269,65888,67000,2,2,2.1,11,12,9,0.17,0.18,0.14
21075,21,0,1,3,12210,12314,12000,0,0.081,0.24,0,1,1,0,0.081,0.08
21076,21,2,17,12,27228,27361,28000,0.073,0.62,0.44,1,1,1,0.037,0.037,0.036
21077,21,0,0,0,6065,6222,6300,0,0,0,0,0,0,0,0,0
21078,21,7,4,2,14560,14756,15000,0.48,0.27,0.13,1,0,1,0.069,0,0.067
21079,21,2,1,2,5472,5529,5600,0.37,0.18,0.36,2,1,0,0.37,0.18,0
21080,21,0,0,0,2832,2825,2800,0,0,0,0,0,0,0,0,0
21081,21,1,0,1,3767,3778,3800,0.27,0,0.26,1,0,1,0.27,0,0.26
21082,21,3,0,1,8350,8438,8500,0.36,0,0.12,0,0,0,0,0,0
21083,21,1,0,3,25674,25699,26000,0.039,0,0.12,1,0,1,0.039,0,0.039
21084,21,0,0,1,6901,6913,6900,0,0,0.14,0,0,0,0,0,0
21085,21,81,121,112,74791,75406,76000,1.1,1.6,1.5,16,23,15,0.21,0.31,0.2
21086,21,3,0,5,12854,12942,13000,0.23,0,0.38,3,0,2,0.23,0,0.15
21087,21,4,2,2,13032,13138,13000,0.31,0.15,0.15,0,1,1,0,0.076,0.076
21088,21,1,1,0,4653,4656,4700,0.21,0.21,0,0,0,0,0,0,0
21089,21,0,1,5,13246,13298,13000,0,0.075,0.37,0,0,1,0,0,0.075
21090,21,1,11,19,19744,20244,21000,0.051,0.54,0.92,1,1,2,0.051,0.049,0.097
21091,21,0,7,18,10552,10662,11000,0,0.66,1.7,0,0,0,0,0,0
21092,21,0,0,0,5341,5370,5400,0,0,0,0,0,0,0,0,0
21093,21,0,2,3,7864,7868,7900,0,0.25,0.38,0,2,0,0,0.25,0
21094,21,6,40,35,32708,33117,34000,0.18,1.2,1,0,6,1,0,0.18,0.03
21095,21,0,1,0,506,514,520,0,1.9,0,0,0,0,0,0,0
21096,21,1,2,1,2717,2746,2800,0.37,0.73,0.36,0,0,0,0,0,0
21097,21,1,2,0,2265,2280,2300,0.44,0.88,0,0,0,0,0,0,0
21098,21,6,3,3,6426,6491,6500,0.93,0.46,0.46,0,2,0,0,0.31,0
21099,21,2,7,18,19442,19578,20000,0.1,0.36,0.91,0,2,3,0,0.1,0.15
21100,21,2,2,1,9859,9882,9900,0.2,0.2,0.1,1,2,1,0.1,0.2,0.1
21101,21,1,2,2,3683,3712,3700,0.27,0.54,0.54,0,0,0,0,0,0
21102,21,0,4,1,12518,12718,13000,0,0.31,0.078,0,0,0,0,0,0
21103,21,4,3,9,6208,6276,6300,0.64,0.48,1.4,2,1,2,0.32,0.16,0.32
21104,21,2,7,14,28359,28754,29000,0.071,0.24,0.48,1,0,1,0.035,0,0.034
21105,21,1,2,2,4956,4988,5000,0.2,0.4,0.4,0,0,0,0,0,0
21106,21,0,13,14,27216,27844,28000,0,0.47,0.49,0,0,4,0,0,0.14
